pH,Electrical_Conductivity,Organic_Carbon,Available_Nitrogen,Available_Phosphorus,Available_Potassium,Exchangeable_Calcium,Exchangeable_Magnesium,Available_Sulfur,Iron,Manganese,Zinc,Copper,Soil_Depth,Soil_Type,Fit_for_Betel_Vine
6.8,0.99,1.17,363,17,286,2.72,2.18,19,5.52,5.56,1.52,0.22,Subsurface,Mixed,Yes
7.93,0.51,0.98,309,30,274,4.54,0.77,16,5.31,8.83,1.63,0.84,Subsurface,Sandy,No
7.99,0.42,1.15,303,34,224,1.81,2.11,19,18.85,8.09,1.44,0.56,Subsurface,Clayey,Yes
7.57,0.36,1.05,321,20,263,2.96,0.74,11,14.43,9.07,1.03,0.85,Surface,Mixed,No
7.97,0.26,1.01,398,27,293,2.4,1.0,16,18.2,9.92,0.68,0.42,Surface,Clayey,Yes
7.35,0.81,0.79,398,32,288,4.61,2.42,6,9.76,2.09,1.65,0.64,Surface,Loamy,Yes
6.89,0.96,0.73,307,15,200,4.32,2.24,15,22.26,7.54,0.57,0.99,Surface,Mixed,Yes
7.16,0.47,1.09,285,23,206,4.95,1.71,18,23.06,2.96,1.64,0.46,Subsurface,Sandy,Yes
7.39,0.96,1.13,394,24,262,1.92,1.9,16,18.25,9.49,1.94,0.91,Surface,Clayey,Yes
6.61,0.84,0.82,329,20,279,4.24,0.68,11,10.56,3.81,2.0,0.9,Surface,Clayey,No
7.43,0.53,0.51,264,36,255,1.94,1.16,11,9.32,4.8,1.09,0.32,Surface,Clayey,No
7.97,0.71,1.05,289,24,214,2.04,1.14,6,17.51,9.83,0.66,0.39,Subsurface,Loamy,Yes
6.79,0.49,0.7,330,22,227,1.64,0.57,14,23.82,8.94,0.64,0.3,Subsurface,Clayey,No
7.69,0.6,0.51,300,15,276,3.13,1.91,13,16.56,2.38,1.24,0.43,Subsurface,Sandy,Yes
7.86,0.15,1.06,390,13,279,1.94,1.12,18,21.79,2.37,1.69,0.62,Subsurface,Loamy,Yes
7.92,0.73,0.86,346,23,284,2.72,1.77,12,16.31,8.55,0.57,0.94,Surface,Loamy,Yes
7.94,0.15,0.98,392,22,202,2.47,0.55,16,18.49,2.56,0.75,0.52,Subsurface,Loamy,No
7.28,0.84,1.14,366,19,243,4.92,0.5,6,16.36,8.81,1.38,0.99,Subsurface,Sandy,No
7.97,0.84,0.88,382,34,192,3.8,0.84,10,16.51,9.4,0.63,0.52,Surface,Loamy,No
7.64,0.31,0.85,251,31,297,2.94,1.91,12,19.79,2.19,1.82,0.67,Subsurface,Sandy,No
6.74,0.39,0.7,364,38,209,4.57,1.71,13,12.92,3.76,1.25,0.97,Surface,Clayey,Yes
7.22,0.53,0.71,327,21,253,1.72,0.9,5,23.08,2.19,1.08,0.68,Subsurface,Loamy,No
7.58,0.64,1.06,342,33,284,2.67,1.55,19,22.27,2.58,0.52,0.51,Subsurface,Mixed,Yes
6.87,0.36,0.81,326,17,199,3.3,1.74,16,19.51,6.27,0.67,0.62,Subsurface,Loamy,Yes
7.46,0.63,0.61,309,29,185,1.69,2.38,11,19.87,7.84,1.74,0.64,Subsurface,Mixed,Yes
7.5,0.37,0.57,345,14,274,2.01,2.02,17,13.26,5.84,1.55,0.28,Subsurface,Sandy,Yes
6.74,0.15,0.83,347,11,198,4.63,0.77,14,21.65,5.09,0.53,0.52,Surface,Mixed,No
7.35,0.1,0.83,305,29,246,2.13,1.04,9,23.65,3.65,1.96,0.62,Subsurface,Clayey,Yes
7.66,0.19,0.96,367,21,253,4.73,1.31,13,20.9,3.89,1.03,0.82,Surface,Mixed,Yes
7.25,0.81,0.83,368,15,189,1.84,0.71,17,7.66,6.66,1.41,0.2,Surface,Sandy,No
6.52,0.97,0.6,287,39,235,4.61,1.61,17,20.73,8.85,1.58,0.85,Surface,Loamy,Yes
6.51,0.48,0.86,351,24,200,3.09,2.31,16,14.29,5.24,1.93,0.42,Subsurface,Loamy,Yes
7.04,0.56,1.13,300,27,235,3.51,1.11,13,17.17,9.52,1.84,0.77,Surface,Clayey,Yes
7.89,0.23,0.61,376,27,236,2.49,2.47,7,24.82,2.42,1.4,0.82,Surface,Loamy,Yes
6.84,0.6,0.98,352,19,181,2.46,1.0,14,12.19,8.63,0.71,0.89,Surface,Loamy,Yes
7.45,0.23,0.92,378,16,288,3.22,1.44,11,11.97,4.71,1.77,0.96,Subsurface,Loamy,Yes
6.83,0.65,1.02,334,19,218,2.75,1.19,16,10.26,8.95,1.73,0.92,Surface,Mixed,Yes
6.98,0.94,0.61,352,14,240,1.77,1.12,16,7.54,9.36,1.46,0.71,Surface,Clayey,Yes
7.77,0.28,1.16,267,25,224,2.74,1.26,7,8.36,7.6,1.98,0.78,Surface,Mixed,No
7.59,0.79,0.93,276,38,273,2.39,0.56,8,15.29,4.84,1.29,0.76,Surface,Mixed,No
6.64,0.12,1.09,341,28,289,4.47,1.56,12,23.2,5.66,0.82,0.61,Surface,Clayey,Yes
7.14,0.44,0.67,321,12,207,4.43,1.98,5,21.2,6.41,0.88,0.81,Surface,Mixed,Yes
6.54,0.2,1.02,344,16,197,2.0,2.23,8,8.65,5.7,1.11,0.56,Surface,Mixed,Yes
7.22,0.42,1.05,325,28,193,4.06,1.15,8,16.23,8.33,1.13,0.86,Surface,Loamy,Yes
7.49,0.26,0.78,255,21,234,3.08,1.6,7,21.94,8.17,1.75,0.8,Surface,Loamy,No
6.68,0.44,0.77,339,19,238,4.54,2.29,6,15.79,2.1,1.83,0.59,Subsurface,Clayey,Yes
6.93,0.48,0.96,329,14,288,2.46,2.1,12,23.23,3.21,1.07,0.61,Surface,Mixed,Yes
7.1,0.37,0.57,332,38,198,1.81,1.43,10,23.16,4.91,1.92,0.71,Subsurface,Mixed,Yes
7.88,0.69,1.01,331,11,283,4.3,0.83,6,11.96,7.38,1.89,0.47,Subsurface,Loamy,No
7.99,0.93,0.53,294,12,279,4.54,1.62,12,22.48,3.84,1.12,0.64,Subsurface,Loamy,Yes
6.57,0.46,0.63,320,23,220,4.44,2.48,17,16.7,4.58,1.8,0.92,Surface,Mixed,Yes
7.64,0.27,0.96,256,24,191,2.65,2.02,12,14.6,5.7,0.67,0.45,Surface,Mixed,No
7.06,0.34,0.57,393,29,199,1.61,2.2,11,20.49,6.72,1.27,0.75,Surface,Loamy,Yes
7.09,0.87,1.18,375,22,213,1.99,0.88,12,20.79,9.21,1.57,0.23,Subsurface,Sandy,No
7.63,0.61,1.11,307,26,215,4.72,2.31,13,18.51,8.44,1.02,0.3,Subsurface,Sandy,Yes
7.88,0.51,0.94,306,29,200,2.77,0.53,7,21.22,4.87,0.53,0.91,Surface,Mixed,No
7.93,0.23,1.07,360,13,235,4.58,2.22,19,24.03,8.14,0.58,0.92,Subsurface,Sandy,Yes
7.37,0.5,1.12,391,28,262,4.93,0.98,6,22.46,8.66,1.84,0.66,Subsurface,Clayey,No
7.04,0.35,0.68,305,35,220,2.88,1.75,15,6.49,6.18,1.28,0.68,Surface,Sandy,Yes
7.68,0.95,1.09,261,24,220,4.22,1.09,18,22.0,4.37,0.73,0.53,Subsurface,Mixed,No
6.88,0.9,0.64,342,24,222,2.09,0.77,17,20.63,9.54,1.85,0.68,Surface,Sandy,No
7.35,0.18,0.79,264,18,285,2.84,0.99,11,23.53,9.7,1.91,0.9,Surface,Mixed,No
7.04,0.56,0.89,257,12,278,3.97,1.45,19,19.79,3.8,0.99,0.32,Subsurface,Mixed,No
7.48,0.3,1.0,302,11,251,2.22,2.34,6,22.56,8.28,1.38,0.6,Subsurface,Clayey,Yes
6.86,0.47,0.52,386,16,265,2.62,1.28,7,5.2,2.33,0.99,0.9,Surface,Loamy,Yes
6.79,0.89,0.7,341,18,286,3.47,0.61,10,24.56,2.02,1.59,0.26,Surface,Sandy,No
7.88,0.57,0.93,256,31,217,3.92,0.55,13,8.82,4.81,1.92,0.36,Surface,Clayey,No
6.65,0.4,0.75,293,39,197,2.75,0.92,19,22.28,5.7,0.54,0.61,Surface,Mixed,No
7.26,0.29,1.04,263,14,187,2.82,0.6,13,23.59,6.37,1.21,0.69,Surface,Sandy,No
6.83,0.82,0.96,324,26,298,1.88,1.24,17,5.04,5.03,1.7,0.77,Subsurface,Sandy,Yes
6.56,0.66,0.66,364,12,245,4.94,1.27,14,23.27,3.03,1.53,0.35,Subsurface,Sandy,Yes
6.55,0.52,0.6,341,18,199,3.64,2.44,6,21.58,4.76,0.77,0.68,Subsurface,Loamy,Yes
6.76,0.3,0.94,383,17,248,3.36,1.11,19,23.45,8.57,1.09,0.47,Surface,Sandy,Yes
7.8,0.4,0.82,322,18,236,2.24,1.7,5,8.54,4.69,1.2,0.45,Surface,Sandy,Yes
6.92,0.96,0.62,379,33,285,3.21,2.14,10,20.55,6.74,1.62,0.25,Subsurface,Loamy,Yes
7.93,0.57,0.73,280,26,273,3.07,1.53,11,14.75,7.45,1.19,0.3,Surface,Sandy,Yes
7.37,0.46,0.71,375,33,197,2.4,1.89,12,10.15,7.86,0.97,0.84,Subsurface,Mixed,Yes
7.15,0.57,0.58,368,17,287,3.06,2.45,17,20.12,5.9,1.12,0.57,Subsurface,Sandy,Yes
7.37,0.8,0.88,276,30,239,2.21,1.15,8,14.47,3.01,1.95,0.8,Subsurface,Clayey,No
7.28,0.41,1.03,359,23,266,3.99,0.65,11,23.0,9.2,0.57,0.85,Subsurface,Sandy,No
7.64,0.26,0.9,355,31,296,4.68,1.36,13,19.21,4.08,1.0,0.83,Surface,Clayey,Yes
6.92,0.63,1.08,369,25,181,1.51,1.58,5,7.78,4.71,0.8,0.98,Subsurface,Sandy,Yes
7.03,0.7,0.59,331,27,221,3.45,1.66,7,10.02,8.19,1.1,0.41,Surface,Clayey,Yes
7.84,0.74,0.8,301,26,243,4.06,1.98,9,10.29,8.11,1.38,0.26,Surface,Mixed,Yes
7.92,0.89,0.93,263,33,223,4.68,2.3,16,11.88,9.17,0.79,0.62,Subsurface,Clayey,No
7.84,0.43,0.97,269,16,230,2.75,1.5,18,18.33,2.27,1.14,0.97,Surface,Loamy,No
7.13,0.17,0.99,367,29,280,4.68,0.79,11,22.89,9.0,1.74,0.36,Surface,Loamy,No
7.67,0.96,1.01,301,24,285,4.39,1.31,17,16.87,8.34,1.46,0.64,Subsurface,Mixed,Yes
7.21,0.49,0.96,350,36,275,3.34,0.81,9,20.04,6.2,1.52,0.53,Surface,Sandy,No
7.25,0.66,0.57,289,37,244,2.4,0.86,5,11.33,3.28,1.91,0.7,Surface,Loamy,No
6.81,0.7,0.99,317,16,282,3.78,0.5,5,15.45,6.36,1.11,0.55,Subsurface,Clayey,No
7.39,0.59,1.01,293,11,244,2.41,2.36,5,15.08,3.55,2.0,0.99,Surface,Sandy,Yes
6.78,0.28,1.2,383,36,297,2.72,1.99,12,19.02,9.72,1.07,0.82,Subsurface,Mixed,Yes
7.0,0.78,0.99,336,11,233,3.13,0.7,11,15.36,7.67,0.77,0.82,Subsurface,Mixed,No
7.78,0.82,0.98,369,16,292,3.24,2.34,7,11.69,6.77,1.71,0.49,Subsurface,Clayey,Yes
6.81,0.6,0.86,306,28,287,2.16,2.24,8,9.88,8.51,1.26,0.81,Surface,Loamy,Yes
6.61,0.54,1.11,321,15,274,3.93,2.32,18,10.09,6.26,1.02,0.62,Surface,Loamy,Yes
6.6,0.2,1.2,301,39,218,4.97,0.69,12,24.62,2.48,0.87,0.89,Surface,Clayey,No
7.91,0.18,1.05,260,37,187,2.35,0.66,18,12.15,4.07,1.73,0.83,Subsurface,Loamy,No
7.26,0.41,0.93,254,21,246,3.44,0.64,16,21.13,9.85,1.35,0.74,Subsurface,Mixed,No
7.11,0.38,0.56,380,24,290,3.09,2.43,11,6.43,8.81,1.44,0.39,Subsurface,Mixed,Yes
7.72,0.96,1.01,392,22,255,2.58,1.82,11,6.79,9.42,1.19,0.66,Surface,Mixed,Yes
7.75,0.81,1.0,379,16,292,2.97,0.86,17,18.72,2.78,0.82,0.91,Subsurface,Loamy,No
7.0,0.69,1.04,251,16,277,4.06,2.36,18,14.14,3.98,1.01,0.7,Subsurface,Clayey,No
7.54,0.57,0.59,343,24,228,2.95,1.39,18,22.61,2.51,0.69,0.87,Surface,Loamy,Yes
7.66,0.25,0.96,376,35,268,3.27,2.07,10,22.24,8.58,1.01,0.63,Surface,Sandy,Yes
7.48,0.98,0.71,375,13,215,3.17,1.77,13,20.11,3.39,1.87,0.87,Surface,Mixed,Yes
6.73,0.44,1.03,290,12,186,3.44,1.8,10,21.31,5.28,1.36,0.67,Subsurface,Loamy,Yes
7.81,0.2,0.67,279,10,194,2.52,1.38,17,22.41,4.16,0.57,0.88,Surface,Sandy,No
7.31,0.54,0.98,293,16,264,3.28,1.29,5,20.67,9.44,1.65,0.58,Surface,Loamy,Yes
6.92,0.89,0.71,259,18,204,1.97,0.82,9,15.54,6.87,1.65,0.73,Subsurface,Mixed,No
7.14,0.9,0.51,279,10,291,4.09,0.64,17,10.29,8.4,1.64,0.25,Subsurface,Loamy,No
6.56,0.11,0.94,324,14,236,1.89,2.36,12,20.75,6.82,1.42,0.55,Surface,Clayey,Yes
6.69,0.9,0.58,298,24,217,4.25,2.37,15,11.35,6.9,0.55,0.31,Subsurface,Loamy,Yes
7.65,0.34,0.96,394,13,216,4.39,1.78,18,9.9,5.06,1.07,0.38,Surface,Sandy,Yes
6.5,0.14,1.15,319,19,195,1.57,1.28,15,8.43,3.91,0.99,0.63,Subsurface,Mixed,Yes
7.12,0.86,1.18,275,11,180,4.41,0.55,10,17.54,4.79,0.53,0.63,Subsurface,Loamy,No
7.28,0.88,0.67,349,32,226,3.77,1.4,19,9.85,4.36,0.63,0.84,Surface,Sandy,Yes
6.58,0.64,1.07,382,16,231,1.84,1.82,9,12.5,7.53,1.13,0.58,Subsurface,Sandy,Yes
7.96,0.62,0.75,360,38,216,4.99,1.1,19,19.18,5.38,1.82,0.96,Subsurface,Mixed,Yes
6.84,0.83,1.13,263,33,224,3.65,1.18,13,20.88,6.4,1.94,0.47,Subsurface,Loamy,No
6.96,0.81,1.05,300,28,193,2.9,1.44,11,11.3,8.17,1.62,0.57,Subsurface,Loamy,Yes
6.96,0.9,0.55,264,15,236,4.6,1.49,17,21.86,4.13,0.84,0.82,Surface,Clayey,No
6.85,0.6,0.78,377,24,213,1.65,1.99,11,6.16,5.39,1.88,0.73,Surface,Mixed,Yes
6.5,0.97,0.74,389,29,245,4.01,1.5,5,24.72,6.16,1.97,0.33,Surface,Mixed,Yes
7.59,1.0,1.05,295,21,210,2.0,2.19,6,13.34,2.43,1.15,0.62,Subsurface,Sandy,No
7.95,0.2,0.79,321,20,262,3.43,1.47,16,11.5,3.22,1.28,0.26,Subsurface,Sandy,Yes
6.84,0.86,0.98,344,12,262,1.84,0.56,17,23.47,2.51,1.02,0.32,Subsurface,Mixed,No
7.49,0.55,0.92,278,29,223,3.88,0.78,19,7.65,8.02,1.78,0.28,Surface,Sandy,No
7.61,0.45,1.18,381,37,202,3.13,1.94,14,12.16,4.4,0.95,0.28,Surface,Clayey,Yes
7.77,0.65,1.16,274,26,273,1.52,1.4,9,12.18,5.38,0.66,0.32,Subsurface,Sandy,No
7.13,0.15,0.8,281,16,260,1.75,1.42,7,13.49,7.38,1.18,0.91,Surface,Sandy,Yes
6.95,0.56,1.01,349,32,245,3.96,2.46,12,21.97,9.73,0.75,0.75,Surface,Sandy,Yes
6.99,0.88,1.08,286,32,190,2.9,1.64,8,21.99,8.49,1.15,0.74,Subsurface,Sandy,Yes
7.57,0.29,1.13,375,27,228,3.85,0.73,11,16.83,2.46,1.38,0.92,Subsurface,Clayey,No
7.73,0.48,0.55,387,26,257,2.86,1.37,9,24.84,4.45,1.7,0.76,Surface,Sandy,Yes
6.77,0.95,0.71,349,25,284,2.77,1.62,10,21.88,2.39,1.54,0.69,Surface,Sandy,Yes
7.06,0.49,0.72,276,34,237,4.49,0.57,11,18.62,2.49,1.61,0.8,Surface,Loamy,No
7.85,0.42,0.8,384,11,208,4.49,1.23,12,8.99,3.02,1.39,0.76,Surface,Loamy,Yes
7.71,0.5,0.62,348,14,262,4.72,2.44,7,15.99,4.57,0.62,0.68,Surface,Clayey,Yes
7.98,0.57,0.85,386,39,271,4.38,2.0,7,9.28,3.85,1.82,0.29,Surface,Mixed,Yes
7.63,0.67,0.96,285,30,230,1.95,1.24,6,11.03,4.82,1.55,0.26,Surface,Sandy,Yes
7.09,0.82,0.85,367,22,180,1.73,1.02,10,18.72,8.58,1.68,0.33,Surface,Mixed,Yes
7.39,0.51,0.97,268,38,184,1.7,1.07,15,8.69,8.38,1.91,0.7,Subsurface,Sandy,No
7.49,0.84,0.55,304,20,294,4.93,2.16,19,6.82,4.81,1.95,0.62,Subsurface,Clayey,Yes
6.62,0.58,1.11,333,33,213,3.25,1.3,18,15.63,7.28,1.95,0.64,Surface,Sandy,Yes
7.32,0.4,1.16,255,10,257,1.9,2.19,6,5.02,4.98,0.9,0.51,Subsurface,Loamy,No
7.56,0.69,0.93,372,36,198,3.41,2.32,5,17.18,5.09,1.78,0.86,Surface,Sandy,Yes
6.75,0.75,1.12,356,32,267,3.99,1.43,5,23.03,7.41,1.94,0.79,Subsurface,Clayey,Yes
7.67,0.6,0.59,337,12,219,1.83,2.39,13,8.8,5.07,1.56,0.24,Surface,Mixed,Yes
7.38,0.15,1.06,399,27,260,2.71,1.1,5,12.66,6.39,1.57,0.36,Surface,Loamy,Yes
7.93,0.25,0.58,311,30,245,2.16,1.02,19,23.33,2.92,1.83,0.64,Surface,Clayey,Yes
6.56,0.36,0.79,399,13,274,4.91,0.71,11,19.08,6.31,0.93,0.35,Surface,Clayey,No
6.9,0.35,0.73,393,38,260,2.61,0.99,9,7.71,7.94,0.79,0.31,Surface,Clayey,No
7.4,0.71,0.91,390,18,243,3.92,2.05,19,12.64,9.11,1.16,0.21,Subsurface,Clayey,Yes
6.94,0.12,0.71,369,20,251,4.71,1.31,10,20.12,3.18,1.92,0.99,Subsurface,Loamy,Yes
7.57,0.78,0.95,286,26,289,4.52,0.8,14,18.3,5.29,0.59,0.39,Subsurface,Sandy,No
7.64,0.34,0.76,374,20,196,2.88,0.71,13,8.11,5.89,1.16,0.54,Subsurface,Mixed,No
6.65,0.38,1.1,266,12,217,2.59,1.48,7,6.25,9.24,1.54,0.7,Surface,Sandy,No
7.27,0.58,0.94,265,28,269,4.33,1.58,10,18.63,4.06,1.48,0.4,Subsurface,Clayey,No
7.26,0.29,0.65,378,29,222,2.22,2.09,11,17.18,3.33,1.71,0.85,Surface,Loamy,Yes
7.05,0.9,0.74,334,32,219,4.01,1.93,6,6.19,3.13,0.9,0.67,Surface,Loamy,Yes
7.9,0.18,1.09,374,30,224,4.42,0.83,19,24.5,3.24,0.85,0.75,Subsurface,Mixed,No
7.74,0.5,0.77,250,20,219,4.47,1.05,10,10.05,8.96,1.74,0.32,Surface,Sandy,No
7.55,0.86,0.88,279,35,250,1.53,1.89,18,12.72,6.96,1.74,0.78,Subsurface,Clayey,No
7.57,0.65,0.95,273,23,299,3.25,0.86,10,8.55,5.37,0.87,0.24,Surface,Clayey,No
7.19,0.36,0.74,295,15,267,2.75,2.11,9,21.57,8.93,1.16,0.46,Subsurface,Mixed,Yes
7.88,0.48,0.71,251,28,273,4.93,1.81,11,24.25,4.38,1.18,0.54,Surface,Clayey,No
7.54,0.74,0.83,392,30,269,3.4,1.57,13,9.27,9.42,1.27,0.28,Surface,Loamy,Yes
7.59,0.98,0.65,278,38,209,3.0,1.79,11,10.66,8.07,1.75,0.65,Surface,Sandy,No
7.79,0.9,0.7,348,24,214,2.36,0.7,6,19.13,2.16,1.41,0.47,Surface,Clayey,No
6.91,0.41,0.54,311,37,245,4.46,1.6,8,15.56,5.7,1.28,0.31,Surface,Sandy,Yes
7.71,1.0,0.71,262,20,223,2.62,1.4,5,7.1,8.74,0.93,0.43,Surface,Loamy,No
6.79,0.1,0.72,314,27,183,4.39,1.53,6,23.57,5.17,0.56,0.66,Surface,Clayey,Yes
7.02,0.12,1.17,294,13,243,4.62,1.18,13,17.22,9.9,1.88,0.38,Surface,Sandy,Yes
7.0,0.84,0.91,296,37,184,1.7,1.44,16,11.03,8.77,1.57,0.58,Subsurface,Clayey,Yes
7.97,0.28,1.05,265,28,227,3.28,2.27,11,14.8,8.02,0.61,0.75,Surface,Clayey,No
7.78,0.15,0.53,375,12,245,2.97,1.19,15,15.0,3.08,0.95,0.69,Subsurface,Loamy,Yes
7.55,0.31,0.57,356,21,274,2.88,0.59,12,15.51,2.86,1.47,0.81,Surface,Clayey,No
7.59,0.48,1.07,252,13,206,2.8,1.01,12,14.95,7.13,0.81,0.75,Surface,Loamy,No
7.34,0.76,0.94,353,33,203,3.36,1.41,15,16.24,7.29,0.66,0.59,Subsurface,Loamy,Yes
7.92,0.66,0.63,344,21,235,1.96,1.57,16,12.87,3.18,1.33,0.62,Subsurface,Clayey,Yes
7.24,0.31,0.78,382,33,224,4.55,1.35,6,7.92,8.83,0.99,0.41,Subsurface,Sandy,Yes
7.07,0.55,0.88,341,10,247,3.45,2.15,9,18.29,8.99,1.74,0.95,Surface,Loamy,Yes
6.74,0.93,1.09,264,37,207,2.71,2.33,5,20.85,5.33,1.93,0.92,Surface,Loamy,No
7.68,0.83,0.54,399,25,184,2.35,1.47,17,21.82,6.86,1.38,0.85,Surface,Loamy,Yes
7.6,0.39,0.92,286,30,270,3.66,0.65,13,5.44,6.09,1.57,0.32,Surface,Clayey,No
7.08,0.98,1.0,319,39,287,4.25,1.34,9,13.09,2.29,1.98,0.82,Surface,Sandy,Yes
6.54,0.74,1.18,388,11,226,3.04,0.86,5,24.57,2.72,0.84,0.94,Surface,Sandy,No
7.76,0.16,1.07,349,35,184,4.95,1.07,15,6.25,8.24,1.86,0.93,Subsurface,Sandy,Yes
6.52,0.13,0.69,397,31,184,3.37,2.17,11,20.71,5.91,1.34,0.92,Subsurface,Clayey,Yes
7.56,0.25,1.0,333,12,227,4.93,1.57,13,7.52,6.89,0.78,0.74,Surface,Mixed,Yes
7.96,0.76,1.03,340,37,252,4.87,2.16,5,21.49,6.9,0.93,0.4,Subsurface,Loamy,Yes
7.16,0.27,1.01,282,25,226,3.6,2.47,16,18.44,5.04,1.53,0.67,Surface,Clayey,Yes
6.85,0.56,1.07,370,35,241,3.53,1.59,16,19.5,2.24,1.88,0.43,Surface,Mixed,Yes
7.56,0.18,1.13,279,19,206,1.87,2.32,5,24.55,8.3,0.68,0.84,Subsurface,Sandy,No
7.73,0.93,0.57,283,38,183,4.75,1.87,5,23.79,5.75,1.46,0.34,Subsurface,Clayey,Yes
7.32,0.41,0.57,382,38,228,4.31,0.7,11,11.09,3.11,1.07,0.37,Subsurface,Sandy,No
7.95,0.92,1.06,389,18,267,3.25,1.34,14,12.5,2.17,0.98,0.41,Surface,Clayey,Yes
6.58,0.95,0.68,325,23,270,2.57,1.82,7,13.14,2.14,0.77,0.68,Surface,Mixed,Yes
7.26,0.11,0.54,324,34,244,4.43,1.91,13,8.61,2.27,1.83,0.67,Subsurface,Mixed,Yes
7.58,0.52,0.78,301,17,275,2.52,2.22,13,12.62,3.24,1.05,0.64,Subsurface,Clayey,Yes
7.79,0.12,1.07,300,11,259,3.4,1.77,11,24.58,3.85,1.16,0.32,Surface,Mixed,Yes
6.77,0.92,0.59,398,20,266,2.2,0.68,7,14.79,3.98,0.81,0.57,Surface,Sandy,No
7.7,0.57,0.97,307,11,271,4.32,0.78,14,24.05,7.06,1.41,0.94,Surface,Loamy,No
7.33,0.17,0.5,347,36,240,4.13,1.16,12,6.43,3.93,1.16,0.95,Subsurface,Loamy,Yes
7.09,0.2,0.58,374,24,199,2.52,1.09,10,5.79,7.39,0.79,0.58,Surface,Loamy,Yes
6.7,0.45,0.75,342,27,260,1.91,0.94,8,16.51,8.59,0.97,0.41,Subsurface,Mixed,No
7.8,0.95,0.56,383,14,279,2.12,1.73,12,19.73,5.08,1.09,0.99,Subsurface,Loamy,Yes
6.74,0.72,1.09,286,37,298,3.66,1.36,19,9.35,7.75,0.62,0.38,Surface,Sandy,Yes
6.96,0.88,1.1,387,35,288,2.03,1.87,19,15.07,2.83,0.58,0.87,Subsurface,Loamy,Yes
6.94,0.43,1.03,305,34,187,2.62,1.27,16,22.46,4.62,1.99,0.44,Surface,Mixed,Yes
7.81,0.14,0.67,332,16,261,4.44,1.05,7,20.23,7.46,1.89,0.93,Surface,Mixed,Yes
7.51,0.98,0.87,320,32,192,1.79,1.6,5,9.64,9.45,1.39,0.3,Surface,Clayey,Yes
7.7,0.12,0.63,315,28,252,3.53,0.69,19,11.69,6.92,0.87,0.45,Surface,Loamy,No
6.88,0.95,0.7,294,28,216,2.9,2.48,18,11.12,4.91,0.85,0.71,Subsurface,Mixed,Yes
7.44,0.43,0.86,336,35,273,1.92,1.81,8,19.39,4.51,1.16,0.28,Surface,Clayey,Yes
7.36,0.11,1.01,344,25,222,3.28,0.74,13,24.36,5.13,1.08,0.51,Surface,Mixed,No
7.75,0.72,0.57,393,28,271,3.31,1.74,11,10.6,7.22,1.6,0.51,Surface,Clayey,Yes
7.86,0.98,0.71,259,26,289,2.82,0.65,17,16.77,4.62,1.11,0.61,Subsurface,Mixed,No
6.52,0.97,1.15,398,22,235,1.69,1.51,5,24.77,5.76,1.93,0.2,Subsurface,Loamy,Yes
7.51,0.24,0.8,389,37,229,2.22,1.08,16,8.15,8.07,0.88,0.72,Subsurface,Clayey,Yes
6.58,0.26,1.16,262,17,261,2.92,1.9,5,18.18,3.9,0.54,0.53,Surface,Loamy,No
7.32,0.61,1.19,330,37,199,2.47,1.47,18,11.64,7.73,1.4,0.39,Subsurface,Clayey,Yes
6.93,0.67,0.87,366,20,227,2.06,2.07,5,24.83,8.09,1.98,0.37,Subsurface,Sandy,Yes
6.96,0.77,0.7,387,27,279,3.2,0.96,10,7.18,8.91,1.78,0.82,Surface,Mixed,No
7.03,0.26,1.05,371,20,198,2.89,1.81,14,14.03,2.19,0.51,0.43,Subsurface,Loamy,Yes
7.43,0.96,0.61,390,32,248,3.83,1.88,14,10.1,2.91,1.36,0.74,Subsurface,Loamy,Yes
7.0,0.67,0.68,308,18,277,3.46,1.46,18,5.63,9.64,1.18,0.21,Subsurface,Mixed,Yes
7.6,0.86,1.05,377,23,196,2.09,2.22,13,24.27,3.01,1.65,0.98,Surface,Clayey,Yes
7.11,0.59,0.8,298,11,207,3.91,0.79,19,16.36,5.9,0.88,0.26,Subsurface,Sandy,No
6.6,0.47,0.64,255,38,215,3.13,2.02,15,19.02,3.34,0.87,0.52,Surface,Mixed,No
7.68,0.98,0.96,261,26,217,1.9,0.76,7,17.41,8.5,0.98,0.73,Surface,Mixed,No
6.93,0.62,1.01,278,30,273,1.56,0.81,15,7.97,2.77,0.87,0.7,Surface,Sandy,No
7.15,0.88,0.59,326,25,297,3.69,0.9,7,8.41,2.68,0.53,0.91,Surface,Clayey,No
7.53,0.96,0.69,373,35,261,3.67,1.82,16,17.53,6.04,1.44,0.98,Surface,Mixed,Yes
7.0,0.71,0.65,275,14,249,4.37,1.78,15,20.6,3.91,1.42,0.78,Surface,Mixed,No
6.58,0.59,0.77,317,10,295,4.17,1.39,16,17.22,7.29,1.78,0.71,Subsurface,Clayey,Yes
7.06,0.1,1.03,265,18,205,4.57,1.13,11,16.41,7.48,1.55,0.28,Surface,Mixed,No
7.92,0.14,1.0,302,12,258,2.52,1.73,15,19.92,6.69,1.46,0.55,Surface,Loamy,Yes
7.46,0.28,0.96,396,23,180,2.95,0.79,10,9.87,8.68,0.85,0.35,Surface,Mixed,No
7.51,0.27,0.5,319,27,260,1.72,1.76,13,19.63,7.58,1.61,0.5,Subsurface,Loamy,Yes
